"sampleID","tubeLabel","plateID","wellPos"
"FIB00100","fib150-b2-t0","FIBp028","B2"
"FIB00193","fib150-b3-t5","FIBp028","B4"
"FIB00313","fib150-b4-t4","FIBp028","B5"
"FIB00578","fib150-b5-t1","FIBp028","B6"
"FIB00002","fib162-b1-t0","FIBp028","B7"
"FIB00377","fib162-b2-t5","FIBp028","B9"
"FIB00039","fib150-b1-t2","FIBp028","C1"
"FIB00017","fib193-b1-t4","FIBp028","C10"
"FIB00103","fib150-b2-t1","FIBp028","C2"
"FIB00124","fib150-b2-t8","FIBp028","C3"
"FIB00197","fib150-b3-t6","FIBp028","C4"
"FIB00323","fib150-b4-t5","FIBp028","C5"
"FIB00583","fib150-b5-t2","FIBp028","C6"
"FIB00005","fib162-b1-t1","FIBp028","C7"
"FIB00025","fib162-b1-t8","FIBp028","C8"
"FIB00382","fib162-b2-t6","FIBp028","C9"
"FIB00043","fib150-b1-t3","FIBp028","D1"
"FIB00020","fib-193-b1-t6","FIBp028","D10"
"FIB00106","fib150-b2-t2","FIBp028","D2"
"FIB00173","fib150-b3-t0","FIBp028","D3"
"FIB00201","fib150-b3-t7","FIBp028","D4"
"FIB00335","fib150-b4-t6","FIBp028","D5"
"FIB00588","fib150-b5-t3","FIBp028","D6"
"FIB00009","fib162-b1-t2","FIBp028","D7"
"FIB00352","fib162-b2-t0","FIBp028","D8"
"FIB00387","fib162-b2-t7","FIBp028","D9"
"FIB00047","fib150-b1-t4","FIBp028","E1"
"FIB00023","fib193-b1-t7","FIBp028","E10"
"FIB00109","fib150-b2-t3","FIBp028","E2"
"FIB00177","fib150-b3-t1","FIBp028","E3"
"FIB00205","fib150-b3-t8","FIBp028","E4"
"FIB00343","fib150-b4-t7","FIBp028","E5"
"FIB00593","fib150-b5-t4","FIBp028","E6"
"FIB00011","fib162-b1-t3","FIBp028","E7"
"FIB00357","fib162-b2-t1","FIBp028","E8"
"FIB00392","fib162-b2-t8","FIBp028","E9"
"FIB00051","fib150-b1-t5","FIBp028","F1"
"FIB00026","fib193-b1-t8","FIBp028","F10"
"FIB00112","fib150-b2-t4","FIBp028","F2"
"FIB00181","fib150-b3-t2","FIBp028","F3"
"FIB00284","fib150-b4-t0","FIBp028","F4"
"FIB00347","fib150-b4-t8","FIBp028","F5"
"FIB00598","fib150-b5-t5","FIBp028","F6"
"FIB00015","fib162-b1-t4","FIBp028","F7"
"FIB00362","fib162-b2-t2","FIBp028","F8"
"FIB00001","fib193-b1-t0","FIBp028","F9"
"FIB00055","fib-150-b1-t6","FIBp028","G1"
"FIB00115","fib150-b2-t5","FIBp028","G2"
"FIB00292","fib150-b4-t1","FIBp028","G4"
"FIB00438","fib150-bx-t0","FIBp028","G5"
"FIB00603","fib150-b5-t6","FIBp028","G6"
"FIB00018","fib162-b1-t5","FIBp028","G7"
"FIB00006","fib193-b1-t1","FIBp028","G9"
"FIB00059","fib150-b1-t7","FIBp028","H1"
"FIB00118","fib150-b2-t6","FIBp028","H2"
"FIB00185","fib150-b3-t3","FIBp028","H3"
"FIB00297","fib150-b4-t2","FIBp028","H4"
"FIB00440","fib150-bx-t7","FIBp028","H5"
"FIB00608","fib150-b5-t7","FIBp028","H6"
"FIB00021","fib162-b1-t6","FIBp028","H7"
"FIB00367","fib162-b2-t3","FIBp028","H8"
"FIB00008","fib193-b1-t2","FIBp028","H9"
"FIB00030","fib202-b1-t0","FIBp029","A1"
"FIB00062","fib-202-b1-t8","FIBp029","A2"
"FIB00122","fib202-b2-t7","FIBp029","A3"
"FIB00224","fib202-b3-t4","FIBp029","A4"
"FIB00542","fib202-b4-t3","FIBp029","A5"
"FIB00034","fib202-b1-t1","FIBp029","B1"
"FIB00101","fib202-b2-t0","FIBp029","B2"
"FIB00228","fib202-b3-t5","FIBp029","B4"
"FIB00547","fib202-b4-t4","FIBp029","B5"
"FIB00038","fib202-b1-t2","FIBp029","C1"
"FIB00104","fib202-b2-t1","FIBp029","C2"
"FIB00125","fib202-b2-t8","FIBp029","C3"
"FIB00232","fib202-b3-t6","FIBp029","C4"
"FIB00552","fib202-b4-t5","FIBp029","C5"
"FIB00042","fib202-b1-t3","FIBp029","D1"
"FIB00107","fib202-b2-t2","FIBp029","D2"
"FIB00208","fib202-b3-t0","FIBp029","D3"
"FIB00236","fib202-b3-t7","FIBp029","D4"
"FIB00557","fib202-b4-t6","FIBp029","D5"
"FIB00046","fib202-b1-t4","FIBp029","E1"
"FIB00110","fib202-b2-t3","FIBp029","E2"
"FIB00212","fib202-b3-t1","FIBp029","E3"
"FIB00240","fib202-b3-t8","FIBp029","E4"
"FIB00562","fib202-b4-t7","FIBp029","E5"
"FIB00050","fib202-b1-t5","FIBp029","F1"
"FIB00113","fib202-b2-t4","FIBp029","F2"
"FIB00216","fib202-b3-t2","FIBp029","F3"
"FIB00527","fib202-b4-t0","FIBp029","F4"
"FIB00567","fib202-b4-t8","FIBp029","F5"
"FIB00054","fib-202-b1-t6","FIBp029","G1"
"FIB00116","fib202-b2-t5","FIBp029","G2"
"FIB00532","fib202-b4-t1","FIBp029","G4"
"FIB00671","fib202-bx-t0","FIBp029","G5"
"FIB00058","fib202-b1-t7","FIBp029","H1"
"FIB00119","fib202-b2-t6","FIBp029","H2"
"FIB00220","fib202-b3-t3","FIBp029","H3"
"FIB00537","fib202-b4-t2","FIBp029","H4"
"FIB00672","fib202-bx-t7","FIBp029","H5"
"FIB00028","fib207-b1-t0","FIBp030","A1"
"FIB00060","fib-207-b1-t8","FIBp030","A2"
"FIB00123","fib207-b2-t7","FIBp030","A3"
"FIB00319","fib207-b3-t4","FIBp030","A4"
"FIB00408","fib207-b4-t3","FIBp030","A5"
"FIB00538","fib207-b5-t2","FIBp030","A6"
"FIB00721","fib207-bx-t7","FIBp030","A7"
"FIB00272","fib212-b1-t7","FIBp030","A8"
"FIB00032","fib207-b1-t1","FIBp030","B1"
"FIB00102","fib207-b2-t0","FIBp030","B2"
"FIB00325","fib207-b3-t5","FIBp030","B4"
"FIB00411","fib207-b4-t4","FIBp030","B5"
"FIB00543","fib207-b5-t3","FIBp030","B6"
"FIB00244","fib212-b1-t0","FIBp030","B7"
"FIB00036","fib207-b1-t2","FIBp030","C1"
"FIB00105","fib207-b2-t1","FIBp030","C2"
"FIB00126","fib207-b2-t8","FIBp030","C3"
"FIB00334","fib207-b3-t6","FIBp030","C4"
"FIB00420","fib207-b4-t5","FIBp030","C5"
"FIB00548","fib207-b5-t4","FIBp030","C6"
"FIB00248","fib212-b1-t1","FIBp030","C7"
"FIB00276","fib212-b1-t8","FIBp030","C8"
"FIB00040","fib207-b1-t3","FIBp030","D1"
"FIB00108","fib207-b2-t2","FIBp030","D2"
"FIB00281","fib207-b3-t0","FIBp030","D3"
"FIB00338","fib207-b3-t7","FIBp030","D4"
"FIB00424","fib207-b4-t6","FIBp030","D5"
"FIB00553","fib207-b5-t5","FIBp030","D6"
"FIB00252","fib212-b1-t2","FIBp030","D7"
"FIB00044","fib207-b1-t4","FIBp030","E1"
"FIB00111","fib207-b2-t3","FIBp030","E2"
"FIB00294","fib207-b3-t1","FIBp030","E3"
"FIB00345","fib207-b3-t8","FIBp030","E4"
"FIB00427","fib207-b4-t7","FIBp030","E5"
"FIB00558","fib207-b5-t6","FIBp030","E6"
"FIB00256","fib212-b1-t3","FIBp030","E7"
"FIB00048","fib207-b1-t5","FIBp030","F1"
"FIB00114","fib207-b2-t4","FIBp030","F2"
"FIB00303","fib207-b3-t2","FIBp030","F3"
"FIB00399","fib207-b4-t0","FIBp030","F4"
"FIB00432","fib207-b4-t8","FIBp030","F5"
"FIB00563","fib207-b5-t7","FIBp030","F6"
"FIB00260","fib212-b1-t4","FIBp030","F7"
"FIB00052","fib-207-b1-t6","FIBp030","G1"
"FIB00117","fib207-b2-t5","FIBp030","G2"
"FIB00401","fib207-b4-t1","FIBp030","G4"
"FIB00528","fib207-b5-t0","FIBp030","G5"
"FIB00568","fib207-b5-t8","FIBp030","G6"
"FIB00264","fib212-b1-t5","FIBp030","G7"
"FIB00056","fib207-b1-t7","FIBp030","H1"
"FIB00120","fib207-b2-t6","FIBp030","H2"
"FIB00308","fib207-b3-t3","FIBp030","H3"
"FIB00404","fib207-b4-t2","FIBp030","H4"
"FIB00533","fib207-b5-t1","FIBp030","H5"
"FIB00720","fib207-bx-t0","FIBp030","H6"
"FIB00268","fib212-b1-t6","FIBp030","H7"
"FIB00029","fib220-b1-t0","FIBp031","A1"
"FIB00061","fib-220-b1-t8","FIBp031","A2"
"FIB00163","fib220-b2-t7","FIBp031","A3"
"FIB00594","fib220-b3-t4","FIBp031","A4"
"FIB00004","fib234-b1-t1","FIBp031","A5"
"FIB00033","fib220-b1-t1","FIBp031","B1"
"FIB00128","fib220-b2-t0","FIBp031","B2"
"FIB00599","fib220-b3-t5","FIBp031","B4"
"FIB00007","fib234-b1-t2","FIBp031","B5"
"FIB00037","fib220-b1-t2","FIBp031","C1"
"FIB00133","fib220-b2-t1","FIBp031","C2"
"FIB00168","fib220-b2-t8","FIBp031","C3"
"FIB00604","fib220-b3-t6","FIBp031","C4"
"FIB00012","fib234-b1-t3","FIBp031","C5"
"FIB00041","fib220-b1-t3","FIBp031","D1"
"FIB00138","fib220-b2-t2","FIBp031","D2"
"FIB00574","fib220-b3-t0","FIBp031","D3"
"FIB00609","fib220-b3-t7","FIBp031","D4"
"FIB00013","fib234-b1-t4","FIBp031","D5"
"FIB00045","fib220-b1-t4","FIBp031","E1"
"FIB00143","fib220-b2-t3","FIBp031","E2"
"FIB00579","fib220-b3-t1","FIBp031","E3"
"FIB00614","fib220-b3-t8","FIBp031","E4"
"FIB00014","fib234-b1-t5","FIBp031","E5"
"FIB00049","fib220-b1-t5","FIBp031","F1"
"FIB00148","fib220-b2-t4","FIBp031","F2"
"FIB00584","fib220-b3-t2","FIBp031","F3"
"FIB00718","fib220-bx-t0","FIBp031","F4"
"FIB00019","fib234-b1-t6","FIBp031","F5"
"FIB00053","fib-220-b1-t6","FIBp031","G1"
"FIB00153","fib220-b2-t5","FIBp031","G2"
"FIB00719","fib220-bx-t7","FIBp031","G4"
"FIB00022","fib234-b1-t7","FIBp031","G5"
"FIB00057","fib220-b1-t7","FIBp031","H1"
"FIB00158","fib220-b2-t6","FIBp031","H2"
"FIB00589","fib220-b3-t3","FIBp031","H3"
"FIB00003","fib234-b1-t0","FIBp031","H4"
"FIB00027","fib234-b1-t8","FIBp031","H5"
"FIB00065","fib256-b1-t0","FIBp032","A1"
"FIB00600","fib274-b3-t5","FIBp032","A10"
"FIB00097","fib256-b1-t8","FIBp032","A2"
"FIB00202","fib256-b2-t7","FIBp032","A3"
"FIB00261","fib256-b3-t4","FIBp032","A4"
"FIB00406","fib256-b4-t3","FIBp032","A5"
"FIB00630","fib256-b5-t2","FIBp032","A6"
"FIB00070","fib274-b1-t1","FIBp032","A7"
"FIB00285","fib274-b2-t0","FIBp032","A8"
"FIB00331","fib274-b2-t6","FIBp032","A9"
"FIB00069","fib256-b1-t1","FIBp032","B1"
"FIB00605","fib274-b3-t6","FIBp032","B10"
"FIB00174","fib256-b2-t0","FIBp032","B2"
"FIB00265","fib256-b3-t5","FIBp032","B4"
"FIB00409","fib256-b4-t4","FIBp032","B5"
"FIB00636","fib256-b5-t3","FIBp032","B6"
"FIB00074","fib274-b1-t2","FIBp032","B7"
"FIB00341","fib274-b2-t7","FIBp032","B9"
"FIB00073","fib256-b1-t2","FIBp032","C1"
"FIB00610","fib274-b3-t7","FIBp032","C10"
"FIB00178","fib256-b2-t1","FIBp032","C2"
"FIB00206","fib256-b2-t8","FIBp032","C3"
"FIB00269","fib256-b3-t6","FIBp032","C4"
"FIB00418","fib256-b4-t5","FIBp032","C5"
"FIB00642","fib256-b5-t4","FIBp032","C6"
"FIB00078","fib274-b1-t3","FIBp032","C7"
"FIB00288","fib274-b2-t1","FIBp032","C8"
"FIB00351","fib274-b2-t8","FIBp032","C9"
"FIB00077","fib256-b1-t3","FIBp032","D1"
"FIB00615","fib274-b3-t8","FIBp032","D10"
"FIB00182","fib256-b2-t2","FIBp032","D2"
"FIB00245","fib256-b3-t0","FIBp032","D3"
"FIB00273","fib256-b3-t7","FIBp032","D4"
"FIB00422","fib256-b4-t6","FIBp032","D5"
"FIB00648","fib256-b5-t5","FIBp032","D6"
"FIB00082","fib274-b1-t4","FIBp032","D7"
"FIB00298","fib274-b2-t2","FIBp032","D8"
"FIB00575","fib274-b3-t0","FIBp032","D9"
"FIB00081","fib256-b1-t4","FIBp032","E1"
"FIB00186","fib256-b2-t3","FIBp032","E2"
"FIB00249","fib256-b3-t1","FIBp032","E3"
"FIB00277","fib256-b3-t8","FIBp032","E4"
"FIB00425","fib256-b4-t7","FIBp032","E5"
"FIB00654","fib256-b5-t6","FIBp032","E6"
"FIB00086","fib274-b1-t5","FIBp032","E7"
"FIB00305","fib274-b2-t3","FIBp032","E8"
"FIB00580","fib274-b3-t1","FIBp032","E9"
"FIB00085","fib256-b1-t5","FIBp032","F1"
"FIB00190","fib256-b2-t4","FIBp032","F2"
"FIB00253","fib256-b3-t2","FIBp032","F3"
"FIB00397","fib256-b4-t0","FIBp032","F4"
"FIB00430","fib256-b4-t8","FIBp032","F5"
"FIB00660","fib256-b5-t7","FIBp032","F6"
"FIB00090","fib274-b1-t6","FIBp032","F7"
"FIB00314","fib274-b2-t4","FIBp032","F8"
"FIB00585","fib274-b3-t2","FIBp032","F9"
"FIB00089","fib256-b1-t6","FIBp032","G1"
"FIB00194","fib256-b2-t5","FIBp032","G2"
"FIB00400","fib256-b4-t1","FIBp032","G4"
"FIB00618","fib256-b5-t0","FIBp032","G5"
"FIB00666","fib256-b5-t8","FIBp032","G6"
"FIB00094","fib274-b1-t7","FIBp032","G7"
"FIB00590","fib274-b3-t3","FIBp032","G9"
"FIB00093","fib256-b1-t7","FIBp032","H1"
"FIB00198","fib256-b2-t6","FIBp032","H2"
"FIB00257","fib256-b3-t3","FIBp032","H3"
"FIB00403","fib256-b4-t2","FIBp032","H4"
"FIB00624","fib256-b5-t1","FIBp032","H5"
"FIB00066","fib274-b1-t0","FIBp032","H6"
"FIB00098","fib274-b1-t8","FIBp032","H7"
"FIB00326","fib274-b2-t5","FIBp032","H8"
"FIB00595","fib274-b3-t4","FIBp032","H9"
"FIB00129","fib284-b1-t0","FIBp033","A1"
"FIB00169","fib284-b1-t8","FIBp033","A2"
"FIB00428","fib284-b2-t7","FIBp033","A3"
"FIB00694","fib284-b4-t4","FIBp033","A4"
"FIB00075","fib293-b1-t2","FIBp033","A6"
"FIB00134","fib284-b1-t1","FIBp033","B1"
"FIB00412","fib284-b2-t0","FIBp033","B2"
"FIB00699","fib284-b4-t5","FIBp033","B4"
"FIB00079","fib293-b1-t3","FIBp033","B6"
"FIB00139","fib284-b1-t2","FIBp033","C1"
"FIB00413","fib284-b2-t1","FIBp033","C2"
"FIB00429","fib284-b2-t8","FIBp033","C3"
"FIB00704","fib284-b4-t6","FIBp033","C4"
"FIB00083","fib293-b1-t4","FIBp033","C6"
"FIB00144","fib284-b1-t3","FIBp033","D1"
"FIB00414","fib284-b2-t2","FIBp033","D2"
"FIB00674","fib284-b4-t0","FIBp033","D3"
"FIB00709","fib284-b4-t7","FIBp033","D4"
"FIB00087","fib293-b1-t5","FIBp033","D6"
"FIB00149","fib284-b1-t4","FIBp033","E1"
"FIB00415","fib284-b2-t3","FIBp033","E2"
"FIB00679","fib284-b4-t1","FIBp033","E3"
"FIB00714","fib284-b4-t8","FIBp033","E4"
"FIB00091","fib293-b1-t6","FIBp033","E6"
"FIB00154","fib284-b1-t5","FIBp033","F1"
"FIB00416","fib284-b2-t4","FIBp033","F2"
"FIB00684","fib284-b4-t2","FIBp033","F3"
"FIB00095","fib293-b1-t7","FIBp033","F6"
"FIB00159","fib284-b1-t6","FIBp033","G1"
"FIB00417","fib284-b2-t5","FIBp033","G2"
"FIB00067","fib293-b1-t0","FIBp033","G5"
"FIB00099","fib293-b1-t8","FIBp033","G6"
"FIB00164","fib284-b1-t7","FIBp033","H1"
"FIB00421","fib284-b2-t6","FIBp033","H2"
"FIB00689","fib284-b4-t3","FIBp033","H3"
"FIB00071","fib293-b1-t1","FIBp033","H5"
"FIB00130","fib297-b1-t0","FIBp034","A1"
"FIB00650","fib329-b3-t5","FIBp034","A10"
"FIB00170","fib297-b1-t8","FIBp034","A2"
"FIB00237","fib297-b2-t7","FIBp034","A3"
"FIB00374","fib297-b3-t4","FIBp034","A4"
"FIB00637","fib297-b4-t3","FIBp034","A5"
"FIB00183","fib300-b1-t2","FIBp034","A6"
"FIB00290","fib329-b1-t1","FIBp034","A7"
"FIB00434","fib329-b2-t0","FIBp034","A8"
"FIB00470","fib329-b2-t6","FIBp034","A9"
"FIB00135","fib297-b1-t1","FIBp034","B1"
"FIB00656","fib329-b3-t6","FIBp034","B10"
"FIB00209","fib297-b2-t0","FIBp034","B2"
"FIB00379","fib297-b3-t5","FIBp034","B4"
"FIB00643","fib297-b4-t4","FIBp034","B5"
"FIB00187","fib300-b1-t3","FIBp034","B6"
"FIB00296","fib329-b1-t2","FIBp034","B7"
"FIB00479","fib329-b2-t7","FIBp034","B9"
"FIB00140","fib297-b1-t2","FIBp034","C1"
"FIB00662","fib329-b3-t7","FIBp034","C10"
"FIB00213","fib297-b2-t1","FIBp034","C2"
"FIB00241","fib297-b2-t8","FIBp034","C3"
"FIB00384","fib297-b3-t6","FIBp034","C4"
"FIB00649","fib297-b4-t5","FIBp034","C5"
"FIB00191","fib300-b1-t4","FIBp034","C6"
"FIB00304","fib329-b1-t3","FIBp034","C7"
"FIB00445","fib329-b2-t1","FIBp034","C8"
"FIB00484","fib329-b2-t8","FIBp034","C9"
"FIB00145","fib297-b1-t3","FIBp034","D1"
"FIB00668","fib329-b3-t8","FIBp034","D10"
"FIB00217","fib297-b2-t2","FIBp034","D2"
"FIB00354","fib297-b3-t0","FIBp034","D3"
"FIB00389","fib297-b3-t7","FIBp034","D4"
"FIB00655","fib297-b4-t6","FIBp034","D5"
"FIB00195","fib300-b1-t5","FIBp034","D6"
"FIB00312","fib329-b1-t4","FIBp034","D7"
"FIB00450","fib329-b2-t2","FIBp034","D8"
"FIB00620","fib329-b3-t0","FIBp034","D9"
"FIB00150","fib297-b1-t4","FIBp034","E1"
"FIB00221","fib297-b2-t3","FIBp034","E2"
"FIB00359","fib297-b3-t1","FIBp034","E3"
"FIB00394","fib297-b3-t8","FIBp034","E4"
"FIB00661","fib297-b4-t7","FIBp034","E5"
"FIB00199","fib300-b1-t6","FIBp034","E6"
"FIB00320","fib329-b1-t5","FIBp034","E7"
"FIB00455","fib329-b2-t3","FIBp034","E8"
"FIB00626","fib329-b3-t1","FIBp034","E9"
"FIB00155","fib297-b1-t5","FIBp034","F1"
"FIB00225","fib297-b2-t4","FIBp034","F2"
"FIB00364","fib297-b3-t2","FIBp034","F3"
"FIB00619","fib297-b4-t0","FIBp034","F4"
"FIB00667","fib297-b4-t8","FIBp034","F5"
"FIB00203","fib300-b1-t7","FIBp034","F6"
"FIB00329","fib329-b1-t6","FIBp034","F7"
"FIB00460","fib329-b2-t4","FIBp034","F8"
"FIB00632","fib329-b3-t2","FIBp034","F9"
"FIB00160","fib297-b1-t6","FIBp034","G1"
"FIB00229","fib297-b2-t5","FIBp034","G2"
"FIB00625","fib297-b4-t1","FIBp034","G4"
"FIB00175","fib300-b1-t0","FIBp034","G5"
"FIB00207","fib300-b1-t8","FIBp034","G6"
"FIB00336","fib329-b1-t7","FIBp034","G7"
"FIB00638","fib329-b3-t3","FIBp034","G9"
"FIB00165","fib297-b1-t7","FIBp034","H1"
"FIB00233","fib297-b2-t6","FIBp034","H2"
"FIB00369","fib297-b3-t3","FIBp034","H3"
"FIB00631","fib297-b4-t2","FIBp034","H4"
"FIB00179","fib300-b1-t1","FIBp034","H5"
"FIB00282","fib329-b1-t0","FIBp034","H6"
"FIB00350","fib329-b1-t8","FIBp034","H7"
"FIB00465","fib329-b2-t5","FIBp034","H8"
"FIB00644","fib329-b3-t4","FIBp034","H9"
"FIB00131","fib332-b1-t0","FIBp035","A1"
"FIB00171","fib332-b1-t8","FIBp035","A2"
"FIB00238","fib332-b2-t7","FIBp035","A3"
"FIB00459","fib337-b1-t4","FIBp035","A4"
"FIB00223","fib364-b1-t3","FIBp035","A5"
"FIB00299","fib380-b1-t2","FIBp035","A6"
"FIB00680","fib426-b1-t1","FIBp035","A7"
"FIB00136","fib332-b1-t1","FIBp035","B1"
"FIB00210","fib332-b2-t0","FIBp035","B2"
"FIB00464","fib337-b1-t5","FIBp035","B4"
"FIB00227","fib364-b1-t4","FIBp035","B5"
"FIB00309","fib380-b1-t3","FIBp035","B6"
"FIB00685","fib426-b1-t2","FIBp035","B7"
"FIB00141","fib332-b1-t2","FIBp035","C1"
"FIB00214","fib332-b2-t1","FIBp035","C2"
"FIB00242","fib332-b2-t8","FIBp035","C3"
"FIB00469","fib337-b1-t6","FIBp035","C4"
"FIB00231","fib364-b1-t5","FIBp035","C5"
"FIB00318","fib380-b1-t4","FIBp035","C6"
"FIB00690","fib426-b1-t3","FIBp035","C7"
"FIB00146","fib332-b1-t3","FIBp035","D1"
"FIB00218","fib332-b2-t2","FIBp035","D2"
"FIB00433","fib337-b1-t0","FIBp035","D3"
"FIB00478","fib337-b1-t7","FIBp035","D4"
"FIB00235","fib364-b1-t6","FIBp035","D5"
"FIB00321","fib380-b1-t5","FIBp035","D6"
"FIB00695","fib426-b1-t4","FIBp035","D7"
"FIB00151","fib332-b1-t4","FIBp035","E1"
"FIB00222","fib332-b2-t3","FIBp035","E2"
"FIB00444","fib337-b1-t1","FIBp035","E3"
"FIB00483","fib337-b1-t8","FIBp035","E4"
