"sampleID","tubeLabel","plateID","wellPos"
"FIB00842","fib-117-u2-t0","FIBp018","F3"
"FIB00919","fib117-u3-t4","FIBp018","F4"
"FIB00957","fib123-u1-t2","FIBp018","F5"
"FIB01016","fib123-u2-t8","FIBp018","F6"
"FIB01138","fib123-u4-t4","FIBp018","F7"
"FIB00918","fib112-u2-t4","FIBp018","G1"
"FIB01088","fib112-u3-t8","FIBp018","G2"
"FIB00932","fib117-u3-t6","FIBp018","G4"
"FIB00962","fib123-u1-t4","FIBp018","G5"
"FIB01093","fib123-u3-t0","FIBp018","G6"
"FIB01143","fib123-u4-t6","FIBp018","G7"
"FIB00933","fib112-u2-t6","FIBp018","H1"
"FIB00783","fib117-u1-t0","FIBp018","H2"
"FIB00846","fib-117-u2-t2","FIBp018","H3"
"FIB00941","fib117-u3-t8","FIBp018","H4"
"FIB00967","fib123-u1-t6","FIBp018","H5"
"FIB01099","fib123-u3-t2","FIBp018","H6"
"FIB01148","fib123-u4-t8","FIBp018","H7"
"FIB00767","fib150-u1-t0","FIBp019","A1"
"FIB01127","fib202-ux-t8","FIBp019","A10"
"FIB00815","fib150-u2-t8","FIBp019","A2"
"FIB00922","fib150-u4-t4","FIBp019","A3"
"FIB00945","fib150-u4-t8","FIBp019","A4"
"FIB00752","fib162-u1-t2","FIBp019","A5"
"FIB00968","fib162-u2-t8","FIBp019","A6"
"FIB00774","fib202-u1-t4","FIBp019","A7"
"FIB00862","fib202-u3-t0","FIBp019","A8"
"FIB01046","fib202-u4-t2","FIBp019","A9"
"FIB00771","fib150-u1-t2","FIBp019","B1"
"FIB00843","fib-150-u3-t0","FIBp019","B2"
"FIB01067","fib150-u5-t0","FIBp019","B4"
"FIB00756","fib162-u1-t4","FIBp019","B5"
"FIB00750","fib193-u1-t0","FIBp019","B6"
"FIB00777","fib202-u1-t6","FIBp019","B7"
"FIB01051","fib202-u4-t4","FIBp019","B9"
"FIB00778","fib150-u1-t6","FIBp019","C1"
"FIB00847","fib-150-u3-t2","FIBp019","C2"
"FIB00928","fib150-ux-t0","FIBp019","C3"
"FIB01072","fib150-u5-t2","FIBp019","C4"
"FIB00760","fib162-u1-t6","FIBp019","C5"
"FIB00753","fib193-u1-t2","FIBp019","C6"
"FIB00781","fib202-u1-t8","FIBp019","C7"
"FIB00866","fib202-u3-t2","FIBp019","C8"
"FIB01056","fib202-u4-t6","FIBp019","C9"
"FIB00782","fib150-u1-t8","FIBp019","D1"
"FIB00851","fib-150-u3-t4","FIBp019","D2"
"FIB00929","fib150-ux-t2","FIBp019","D3"
"FIB01079","fib150-u5-t4","FIBp019","D4"
"FIB00761","fib162-u1-t8","FIBp019","D5"
"FIB00757","fib193-u1-t4","FIBp019","D6"
"FIB00804","fib202-u2-t0","FIBp019","D7"
"FIB00870","fib202-u3-t4","FIBp019","D8"
"FIB01061","fib202-u4-t8","FIBp019","D9"
"FIB00803","fib150-u2-t0","FIBp019","E1"
"FIB00855","fib-150-u3-t6","FIBp019","E2"
"FIB00930","fib150-ux-t4","FIBp019","E3"
"FIB01084","fib150-u5-t6","FIBp019","E4"
"FIB00948","fib162-u2-t0","FIBp019","E5"
"FIB00759","fib193-u1-t6","FIBp019","E6"
"FIB00807","fib202-u2-t2","FIBp019","E7"
"FIB00874","fib202-u3-t6","FIBp019","E8"
"FIB01123","fib202-ux-t0","FIBp019","E9"
"FIB00806","fib150-u2-t2","FIBp019","F1"
"FIB00859","fib-150-u3-t8","FIBp019","F2"
"FIB00931","fib150-ux-t6","FIBp019","F3"
"FIB01089","fib150-u5-t8","FIBp019","F4"
"FIB00953","fib162-u2-t2","FIBp019","F5"
"FIB00762","fib193-u1-t8","FIBp019","F6"
"FIB00810","fib202-u2-t4","FIBp019","F7"
"FIB00878","fib202-u3-t8","FIBp019","F8"
"FIB01124","fib202-ux-t2","FIBp019","F9"
"FIB00809","fib150-u2-t4","FIBp019","G1"
"FIB00904","fib150-u4-t0","FIBp019","G2"
"FIB01163","fib150-ux-t8","FIBp019","G4"
"FIB00958","fib162-u2-t4","FIBp019","G5"
"FIB00766","fib202-u1-t0","FIBp019","G6"
"FIB00813","fib202-u2-t6","FIBp019","G7"
"FIB01125","fib202-ux-t4","FIBp019","G9"
"FIB00812","fib150-u2-t6","FIBp019","H1"
"FIB00914","fib150-u4-t2","FIBp019","H2"
"FIB00936","fib150-u4-t6","FIBp019","H3"
"FIB00749","fib162-u1-t0","FIBp019","H4"
"FIB00963","fib162-u2-t6","FIBp019","H5"
"FIB00770","fib202-u1-t2","FIBp019","H6"
"FIB00816","fib202-u2-t8","FIBp019","H7"
"FIB01041","fib202-u4-t0","FIBp019","H8"
"FIB01126","fib202-ux-t6","FIBp019","H9"
"FIB00764","fib207-u1-t0","FIBp020","A1"
"FIB00814","fib207-u2-t6","FIBp020","A2"
"FIB00978","fib207-u4-t2","FIBp020","A3"
"FIB01052","fib207-u5-t4","FIBp020","A4"
"FIB00882","fib212-u1-t0","FIBp020","A5"
"FIB00776","fib220-u1-t6","FIBp020","A6"
"FIB01073","fib220-u3-t2","FIBp020","A7"
"FIB01160","fib220-ux-t6","FIBp020","A8"
"FIB00763","fib234-u1-t8","FIBp020","A9"
"FIB00768","fib207-u1-t2","FIBp020","B1"
"FIB00817","fib207-u2-t8","FIBp020","B2"
"FIB01057","fib207-u5-t6","FIBp020","B4"
"FIB00885","fib212-u1-t2","FIBp020","B5"
"FIB00780","fib220-u1-t8","FIBp020","B6"
"FIB01077","fib220-u3-t1","FIBp020","B7"
"FIB00915","fib239-u1-t2","FIBp020","B9"
"FIB00772","fib207-u1-t4","FIBp020","C1"
"FIB00907","fib207-u3-t0","FIBp020","C2"
"FIB00981","fib207-u4-t4","FIBp020","C3"
"FIB01062","fib207-u5-t8","FIBp020","C4"
"FIB00889","fib212-u1-t4","FIBp020","C5"
"FIB00819","fib220-u2-t0","FIBp020","C6"
"FIB01080","fib220-u3-t4","FIBp020","C7"
"FIB01162","fib220-ux-t8","FIBp020","C8"
"FIB00775","fib207-u1-t6","FIBp020","D1"
"FIB00908","fib207-u3-t2","FIBp020","D2"
"FIB00984","fib207-u4-t6","FIBp020","D3"
"FIB01153","fib207-ux-t0","FIBp020","D4"
"FIB00893","fib212-u1-t6","FIBp020","D5"
"FIB00823","fib220-u2-t2","FIBp020","D6"
"FIB01085","fib220-u3-t6","FIBp020","D7"
"FIB00751","fib234-u1-t0","FIBp020","D8"
"FIB00779","fib207-u1-t8","FIBp020","E1"
"FIB00916","fib207-u3-t4","FIBp020","E2"
"FIB00987","fib207-u4-t8","FIBp020","E3"
"FIB01155","fib207-ux-t2","FIBp020","E4"
"FIB00897","fib212-u1-t8","FIBp020","E5"
"FIB00828","fib220-u2-t4","FIBp020","E6"
"FIB01090","fib220-u3-t8","FIBp020","E7"
"FIB00754","fib234-u1-t2","FIBp020","E8"
"FIB00805","fib207-u2-t0","FIBp020","F1"
"FIB00934","fib207-u3-t6","FIBp020","F2"
"FIB01042","fib207-u5-t0","FIBp020","F3"
"FIB01157","fib207-ux-t4","FIBp020","F4"
"FIB00765","fib220-u1-t0","FIBp020","F5"
"FIB00833","fib220-u2-t6","FIBp020","F6"
"FIB01154","fib220-ux-t0","FIBp020","F7"
"FIB00755","fib234-u1-t4","FIBp020","F8"
"FIB00808","fib207-u2-t2","FIBp020","G1"
"FIB00946","fib207-u3-t8","FIBp020","G2"
"FIB01159","fib207-ux-t6","FIBp020","G4"
"FIB00769","fib220-u1-t2","FIBp020","G5"
"FIB00838","fib-220-u2-t8","FIBp020","G6"
"FIB01156","fib220-ux-t2","FIBp020","G7"
"FIB00811","fib207-u2-t4","FIBp020","H1"
"FIB00975","fib207-u4-t0","FIBp020","H2"
"FIB01047","fib207-u5-t2","FIBp020","H3"
"FIB01161","fib207-ux-t8","FIBp020","H4"
"FIB00773","fib220-u1-t4","FIBp020","H5"
"FIB01068","fib220-u3-t0","FIBp020","H6"
"FIB01158","fib220-ux-t4","FIBp020","H7"
"FIB00758","fib234-u1-t6","FIBp020","H8"
"FIB00784","fib256-u1-t0","FIBp021","A1"
"FIB00856","fib-256-u2-t6","FIBp021","A2"
"FIB00976","fib256-u4-t2","FIBp021","A3"
"FIB01106","fib256-u5-t4","FIBp021","A4"
"FIB00903","fib274-u2-t0","FIBp021","A5"
"FIB01086","fib274-u3-t6","FIBp021","A6"
"FIB01004","fib284-u2-t2","FIBp021","A7"
"FIB01149","fib284-u4-t8","FIBp021","A8"
"FIB00786","fib293-u1-t0","FIBp021","A9"
"FIB00788","fib256-u1-t2","FIBp021","B1"
"FIB00860","fib-256-u2-t8","FIBp021","B2"
"FIB01112","fib256-u5-t6","FIBp021","B4"
"FIB00913","fib274-u2-t2","FIBp021","B5"
"FIB01091","fib274-u3-t8","FIBp021","B6"
"FIB01005","fib284-u2-t4","FIBp021","B7"
"FIB00790","fib293-u1-t2","FIBp021","B9"
"FIB00792","fib256-u1-t4","FIBp021","C1"
"FIB00883","fib247-u3-t0","FIBp021","C2"
"FIB00979","fib256-u4-t4","FIBp021","C3"
"FIB01118","fib256-u5-t8","FIBp021","C4"
"FIB00921","fib274-u2-t4","FIBp021","C5"
"FIB00820","fib284-u1-t0","FIBp021","C6"
"FIB01006","fib284-u2-t6","FIBp021","C7"
"FIB01165","fib284-u3-t0","FIBp021","C8"
"FIB00794","fib293-u1-t4","FIBp021","C9"
"FIB00796","fib256-u1-t6","FIBp021","D1"
"FIB00886","fib247-u3-t2","FIBp021","D2"
"FIB00982","fib256-u4-t6","FIBp021","D3"
"FIB00785","fib274-u1-t0","FIBp021","D4"
"FIB00938","fib274-u2-t6","FIBp021","D5"
"FIB00824","fib284-u1-t2","FIBp021","D6"
"FIB01007","fib284-u2-t8","FIBp021","D7"
"FIB01168","fib284-u3-t2","FIBp021","D8"
"FIB00798","fib293-u1-t6","FIBp021","D9"
"FIB00800","fib256-u1-t8","FIBp021","E1"
"FIB00890","fib247-u3-t4","FIBp021","E2"
"FIB00985","fib256-u4-t8","FIBp021","E3"
"FIB00789","fib274-u1-t2","FIBp021","E4"
"FIB00942","fib274-u2-t8","FIBp021","E5"
"FIB00829","fib284-u1-t4","FIBp021","E6"
"FIB01129","fib284-u4-t0","FIBp021","E7"
"FIB01171","fib284-u3-t4","FIBp021","E8"
"FIB00802","fib293-u1-t8","FIBp021","E9"
"FIB00844","fib-256-u2-t0","FIBp021","F1"
"FIB00894","fib247-u3-t6","FIBp021","F2"
"FIB01094","fib256-u5-t0","FIBp021","F3"
"FIB00793","fib274-u1-t4","FIBp021","F4"
"FIB01069","fib274-u3-t0","FIBp021","F5"
"FIB00834","fib284-u1-t6","FIBp021","F6"
"FIB01134","fib284-u4-t2","FIBp021","F7"
"FIB01174","fib284-u3-t6","FIBp021","F8"
"FIB00848","fib-256-u2-t2","FIBp021","G1"
"FIB00898","fib247-u3-t8","FIBp021","G2"
"FIB00797","fib274-u1-t6","FIBp021","G4"
"FIB01074","fib274-u3-t2","FIBp021","G5"
"FIB00839","fib-284-u1-t8","FIBp021","G6"
"FIB01139","fib284-u4-t4","FIBp021","G7"
"FIB00852","fib-256-u2-t4","FIBp021","H1"
"FIB00973","fib256-u4-t0","FIBp021","H2"
"FIB01100","fib256-u5-t2","FIBp021","H3"
"FIB00801","fib274-u1-t8","FIBp021","H4"
"FIB01081","fib274-u3-t4","FIBp021","H5"
"FIB01003","fib284-u2-t0","FIBp021","H6"
"FIB01144","fib284-u4-t6","FIBp021","H7"
"FIB01177","fib284-u3-t8","FIBp021","H8"
"FIB00821","fib297-u1-t0","FIBp022","A1"
"FIB01150","fib426-u4-t8","FIBp022","A10"
"FIB00875","fib297-u2-t6","FIBp022","A2"
"FIB01101","fib297-u4-t2","FIBp022","A3"
"FIB00853","fib-300-u1-t4","FIBp022","A4"
"FIB00992","fib329-u2-t2","FIBp022","A5"
"FIB01120","fib329-u3-t8","FIBp022","A6"
"FIB00872","fib332-u2-t4","FIBp022","A7"
"FIB00865","fib364-u1-t0","FIBp022","A8"
"FIB00912","fib380-u1-t2","FIBp022","A9"
"FIB00825","fib297-u1-t2","FIBp022","B1"
"FIB00879","fib297-u2-t8","FIBp022","B2"
"FIB00857","fib-300-u1-t6","FIBp022","B4"
"FIB00995","fib329-u2-t4","FIBp022","B5"
"FIB00822","fib332-u1-t0","FIBp022","B6"
"FIB00876","fib332-u2-t6","FIBp022","B7"
"FIB00917","fib380-u1-t4","FIBp022","B9"
"FIB00830","fib297-u1-t4","FIBp022","C1"
"FIB00950","fib297-u3-t0","FIBp022","C2"
"FIB01107","fib297-u4-t4","FIBp022","C3"
"FIB00861","fib-300-u1-t8","FIBp022","C4"
"FIB00998","fib329-u2-t6","FIBp022","C5"
"FIB00826","fib332-u1-t2","FIBp022","C6"
"FIB00880","fib332-u2-t8","FIBp022","C7"
"FIB00869","fib364-u1-t2","FIBp022","C8"
"FIB00935","fib380-u1-t6","FIBp022","C9"
"FIB00835","fib297-u1-t6","FIBp022","D1"
"FIB00955","fib297-u3-t2","FIBp022","D2"
"FIB01113","fib297-u4-t6","FIBp022","D3"
"FIB00905","fib329-u1-t0","FIBp022","D4"
"FIB01001","fib329-u2-t8","FIBp022","D5"
"FIB00831","fib332-u1-t4","FIBp022","D6"
"FIB00988","fib337-u1-t0","FIBp022","D7"
"FIB00873","fib364-u1-t4","FIBp022","D8"
"FIB00944","fib380-u1-t8","FIBp022","D9"
"FIB00840","fib-297-u1-t8","FIBp022","E1"
"FIB00960","fib297-u3-t4","FIBp022","E2"
"FIB01119","fib297-u4-t8","FIBp022","E3"
"FIB00923","fib329-u1-t4","FIBp022","E4"
"FIB01096","fib329-u3-t0","FIBp022","E5"
"FIB00836","fib332-u1-t6","FIBp022","E6"
"FIB00991","fib337-u1-t2","FIBp022","E7"
"FIB00877","fib364-u1-t6","FIBp022","E8"
"FIB01130","fib426-u1-t0","FIBp022","E9"
"FIB00863","fib297-u2-t0","FIBp022","F1"
"FIB00965","fib297-u3-t6","FIBp022","F2"
"FIB00845","fib-300-u1-t0","FIBp022","F3"
"FIB00939","fib329-u1-t6","FIBp022","F4"
"FIB01102","fib329-u3-t2","FIBp022","F5"
"FIB00841","fib-332-u1-t8","FIBp022","F6"
"FIB00994","fib337-u1-t4","FIBp022","F7"
"FIB00881","fib364-u1-t8","FIBp022","F8"
"FIB01135","fib426-u4-t2","FIBp022","F9"
"FIB00867","fib297-u2-t2","FIBp022","G1"
"FIB00970","fib297-u3-t8","FIBp022","G2"
"FIB00947","fib329-u1-t8","FIBp022","G4"
"FIB01108","fib329-u3-t4","FIBp022","G5"
"FIB00864","fib332-u2-t0","FIBp022","G6"
"FIB00997","fib337-u1-t6","FIBp022","G7"
"FIB01140","fib426-u4-t4","FIBp022","G9"
"FIB00871","fib297-u2-t4","FIBp022","H1"
"FIB01095","fib297-u4-t0","FIBp022","H2"
"FIB00849","fib-300-u1-t2","FIBp022","H3"
"FIB00989","fib329-u2-t0","FIBp022","H4"
"FIB01114","fib329-u3-t6","FIBp022","H5"
"FIB00868","fib332-u2-t2","FIBp022","H6"
"FIB01000","fib337-u1-t8","FIBp022","H7"
"FIB00901","fib380-u1-t0","FIBp022","H8"
"FIB01145","fib426-u4-t6","FIBp022","H9"
"FIB00974","fib439-u1-t0","FIBp023","A1"
"FIB01020","fib579-u1-t0","FIBp023","A10"
"FIB01058","fib439-u2-t6","FIBp023","A2"
"FIB00891","fib453-u1-t4","FIBp023","A3"
"FIB00943","fib455-u1-t8","FIBp023","A4"
"FIB01027","fib455-u3-t4","FIBp023","A5"
"FIB00949","fib479-u1-t0","FIBp023","A6"
"FIB01059","fib479-u2-t6","FIBp023","A7"
"FIB00925","fib542-ux-t2","FIBp023","A8"
"FIB00966","fib542-u1-t6","FIBp023","A9"
"FIB00977","fib439-u1-t2","FIBp023","B1"
"FIB01028","fib579-u1-t4","FIBp023","B10"
"FIB01063","fib439-u2-t8","FIBp023","B2"
"FIB00990","fib455-u2-t0","FIBp023","B4"
"FIB01032","fib455-u3-t6","FIBp023","B5"
"FIB00954","fib479-u1-t2","FIBp023","B6"
"FIB01064","fib479-u2-t8","FIBp023","B7"
"FIB00971","fib542-u1-t8","FIBp023","B9"
"FIB00980","fib439-u1-t4","FIBp023","C1"
"FIB01033","fib579-u1-t6","FIBp023","C10"
"FIB01097","fib439-u3-t0","FIBp023","C2"
"FIB00895","fib453-u1-t6","FIBp023","C3"
"FIB00993","fib455-u2-t2","FIBp023","C4"
"FIB01037","fib455-u3-t8","FIBp023","C5"
"FIB00959","fib479-u1-t4","FIBp023","C6"
"FIB01045","fib538-u1-t0","FIBp023","C7"
"FIB00926","fib542-ux-t4","FIBp023","C8"
"FIB01070","fib542-u2-t0","FIBp023","C9"
"FIB00983","fib439-u1-t6","FIBp023","D1"
"FIB01038","fib579-u1-t8","FIBp023","D10"
"FIB01103","fib439-u3-t2","FIBp023","D2"
"FIB00900","fib455-u1-t0","FIBp023","D3"
"FIB00996","fib455-u2-t4","FIBp023","D4"
"FIB00884","fib462-u1-t0","FIBp023","D5"
"FIB00964","fib479-u1-t6","FIBp023","D6"
"FIB01050","fib538-u1-t2","FIBp023","D7"
"FIB00927","fib542-ux-t6","FIBp023","D8"
"FIB01075","fib542-u2-t2","FIBp023","D9"
"FIB00986","fib439-u1-t8","FIBp023","E1"
"FIB01109","fib439-u3-t4","FIBp023","E2"
"FIB00911","fib455-u1-t2","FIBp023","E3"
"FIB00999","fib455-u2-t6","FIBp023","E4"
"FIB00888","fib462-u1-t2","FIBp023","E5"
"FIB00969","fib479-u1-t8","FIBp023","E6"
"FIB01055","fib538-u1-t4","FIBp023","E7"
"FIB00951","fib542-u1-t0","FIBp023","E8"
"FIB01082","fib542-u2-t4","FIBp023","E9"
"FIB01043","fib439-u2-t0","FIBp023","F1"
"FIB01115","fib439-u3-t6","FIBp023","F2"
"FIB00920","fib455-u1-t4","FIBp023","F3"
"FIB01002","fib455-u2-t8","FIBp023","F4"
"FIB00892","fib462-u1-t4","FIBp023","F5"
"FIB01044","fib479-u2-t0","FIBp023","F6"
"FIB01060","fib538-u1-t6","FIBp023","F7"
"FIB00956","fib542-u1-t2","FIBp023","F8"
"FIB01087","fib542-u2-t6","FIBp023","F9"
"FIB01048","fib439-u2-t2","FIBp023","G1"
"FIB01121","fib439-u3-t8","FIBp023","G2"
"FIB01019","fib455-u3-t0","FIBp023","G4"
"FIB00896","fib462-u1-t6","FIBp023","G5"
"FIB01049","fib479-u2-t2","FIBp023","G6"
"FIB01065","fib538-u1-t8","FIBp023","G7"
"FIB01092","fib542-u2-t8","FIBp023","G9"
"FIB01053","fib439-u2-t4","FIBp023","H1"
"FIB00887","fib453-u1-t2","FIBp023","H2"
"FIB00937","fib455-u1-t6","FIBp023","H3"
"FIB01023","fib455-u3-t2","FIBp023","H4"
"FIB00899","fib462-u1-t8","FIBp023","H5"
"FIB01054","fib479-u2-t4","FIBp023","H6"
"FIB00924","fib542-ux-t0","FIBp023","H7"
"FIB00961","fib542-u1-t4","FIBp023","H8"
"FIB01164","fib542-ux-t8","FIBp023","H9"
"FIB01166","fib621-u1-t0","FIBp024","A1"
"FIB01176","fib623-u3-t6","FIBp024","A2"
"FIB01024","fib632-u1-t2","FIBp024","A3"
"FIB01030","fib634-u1-t4","FIBp024","A4"
"FIB01131","fib646-u1-t0","FIBp024","A5"
"FIB01147","fib659-u1-t6","FIBp024","A6"
"FIB01169","fib621-u5-t2","FIBp024","B1"
"FIB01179","fib623-u3-t8","FIBp024","B2"
"FIB01035","fib634-u1-t6","FIBp024","B4"
"FIB01136","fib646-u1-t2","FIBp024","B5"
"FIB01152","fib659-u1-t8","FIBp024","B6"
"FIB01172","fib621-u5-t4","FIBp024","C1"
"FIB01009","fib624-u1-t0","FIBp024","C2"
"FIB01029","fib632-u1-t4","FIBp024","C3"
"FIB01040","fib634-u1-t8","FIBp024","C4"
"FIB01141","fib646-u1-t4","FIBp024","C5"
"FIB01175","fib621-u5-t6","FIBp024","D1"
"FIB01011","fib624-u1-t2","FIBp024","D2"
"FIB01034","fib632-u1-t6","FIBp024","D3"
"FIB01098","fib634-u2-t0","FIBp024","D4"
"FIB01146","fib646-u1-t6","FIBp024","D5"
"FIB01178","fib621-u5-t8","FIBp024","E1"
"FIB01013","fib624-u1-t4","FIBp024","E2"
"FIB01039","fib632-u1-t8","FIBp024","E3"
"FIB01104","fib634-u2-t2","FIBp024","E4"
"FIB01151","fib646-u1-t8","FIBp024","E5"
"FIB01167","fib623-u1-t0","FIBp024","F1"
"FIB01015","fib624-u1-t6","FIBp024","F2"
"FIB01022","fib634-u1-t0","FIBp024","F3"
"FIB01110","fib634-u2-t4","FIBp024","F4"
"FIB01132","fib659-u1-t0","FIBp024","F5"
"FIB01170","fib623-u3-t2","FIBp024","G1"
"FIB01017","fib624-u1-t8","FIBp024","G2"
"FIB01116","fib634-u2-t6","FIBp024","G4"
"FIB01137","fib659-u1-t2","FIBp024","G5"
"FIB01173","fib623-u3-t4","FIBp024","H1"
"FIB01021","fib632-u1-t0","FIBp024","H2"
"FIB01025","fib634-u1-t2","FIBp024","H3"
"FIB01122","fib634-u2-t8","FIBp024","H4"
"FIB01142","fib659-u1-t4","FIBp024","H5"
